[0.007s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.007s][info ][gc,init] Initializing The Z Garbage Collector
[0.007s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.007s][info ][gc,init] NUMA Support: Disabled
[0.007s][info ][gc,init] CPUs: 20 total, 20 available
[0.007s][info ][gc,init] Memory: 31764M
[0.007s][info ][gc,init] Large Page Support: Disabled
[0.008s][info ][gc,init] Address Space Size: unlimited
[0.008s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.008s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.008s][info ][gc,init] Reserved Space Size: 192G
[0.008s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.008s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.008s][info ][gc,init] Min Capacity: 5120M
[0.008s][info ][gc,init] Initial Capacity: 5120M
[0.008s][info ][gc,init] Max Capacity: 12288M
[0.008s][info ][gc,init] Soft Max Capacity: 12288M
[0.008s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.008s][info ][gc,init] Pre-touch: Enabled
[0.008s][info ][gc,init] Available space on backing filesystem: N/A
[0.009s][info ][gc,init] Uncommit: Enabled
[0.009s][info ][gc,init] Uncommit Delay: 300s
[0.009s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.009s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.807s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.095s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.096s][info ][gc,init] Runtime Workers: 12
[1.096s][info ][gc     ] Using The Z Garbage Collector
[1.106s][info ][gc,metaspace] CDS archive(s) not mapped
[1.106s][info ][gc,metaspace] Compressed class space mapped at: 0x000000006c000000-0x00000000ac000000, reserved size: 1073741824
[1.106s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.106s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.106s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.106s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.107s][info ][gc,metaspace] Klass Range:    [0x000000006c000000 - 0x00000000ac000000), (1073741824 bytes)
[1.107s][info ][gc,metaspace] Klass ID Range:  [1811939328 - 2885681145) (1073741817)
[1.107s][info ][gc,metaspace] No protection zone.
[1,141s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,143s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x00007ab287400008) [0x00007ab287400100, 0x00007ab287400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,687s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getMostRecentPage (0x00007ab2a6e7bf08) [0x00007ab2a6e7c000, 0x00007ab2a6e7c2d0] Compiler: jvmci, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,688s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.Bytes.elasticOffHeapByteBuffer (0x00007ab2a6e7c308) [0x00007ab2a6e7c400, 0x00007ab2a6e7daf0] Compiler: jvmci, Barriers: 65, Oops: 7, ImmediateOops: 9, NonImmediateOops: No
[3,691s][debug][gc,nmethod     ] Register NMethod: net.jpountz.lz4.LZ4BlockInputStream.readFully (0x00007ab288294908) [0x00007ab288294a00, 0x00007ab288294c20] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,691s][debug][gc,nmethod     ] Register NMethod: org.magicwerk.brownies.collections.GapList.doEnsureCapacity (0x00007ab2a6e7db88) [0x00007ab2a6e7dc80, 0x00007ab2a6e7e058] Compiler: jvmci, Barriers: 8, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,694s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.AbstractAxis.tryToComputeNext (0x00007ab2a6e7e088) [0x00007ab2a6e7e180, 0x00007ab2a6e7e438] Compiler: jvmci, Barriers: 10, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[3,696s][debug][gc,nmethod     ] Register NMethod: io.sirix.cache.ShardedPageCache.getAndGuard (0x00007ab2a6e7e488) [0x00007ab2a6e7e6c0, 0x00007ab2a6e7fa40] Compiler: jvmci, Barriers: 35, Oops: 3, ImmediateOops: 2, NonImmediateOops: No
[3,697s][debug][gc,nmethod     ] Register NMethod: java.lang.Integer.numberOfTrailingZeros (0x00007ab2a6e7fa88) [0x00007ab2a6e7fb80, 0x00007ab2a6e7fc80] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,698s][debug][gc,nmethod     ] Register NMethod: net.jpountz.lz4.LZ4BlockInputStream.refill (0x00007ab288294c88) [0x00007ab288294d80, 0x00007ab288296d90] Compiler: c1, Barriers: 22, Oops: 1, ImmediateOops: 11, NonImmediateOops: No
[3,698s][debug][gc,nmethod     ] Register NMethod: sun.nio.ch.FileChannelImpl.readInternal (0x00007ab2a6e7fd88) [0x00007ab2a6e7fe80, 0x00007ab2a6e826e8] Compiler: jvmci, Barriers: 54, Oops: 2, ImmediateOops: 3, NonImmediateOops: No
[3,698s][debug][gc,nmethod     ] Register NMethod: java.lang.Long.numberOfTrailingZeros (0x00007ab2a6e82708) [0x00007ab2a6e82800, 0x00007ab2a6e82880] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,699s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getRecordPage (0x00007ab2a6e82a08) [0x00007ab2a6e82b00, 0x00007ab2a6e84478] Compiler: jvmci, Barriers: 61, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,699s][debug][gc,nmethod     ] Register NMethod: java.util.BitSet.nextSetBit (0x00007ab2a6e84488) [0x00007ab2a6e84580, 0x00007ab2a6e84700] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,703s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.KeyValueLeafPage.setDeweyId (0x00007ab2a6e84788) [0x00007ab2a6e84880, 0x00007ab2a6e849c0] Compiler: jvmci, Barriers: 2, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,705s][debug][gc,nmethod     ] Register NMethod: sun.nio.ch.FileChannelImpl.readInternal (0x00007ab288296e08) [0x00007ab288296f00, 0x00007ab288298f00] Compiler: c1, Barriers: 7, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[3,705s][debug][gc,alloc       ] Mutator Allocation Rate: 588,6MB/s Predicted: 625,1MB/s, Avg: 423,1(+/-113,8)MB/s
[3,706s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.readStopBit (0x00007ab2a6e84a88) [0x00007ab2a6e84b80, 0x00007ab2a6e84ea0] Compiler: jvmci, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,707s][debug][gc,nmethod     ] Register NMethod: org.magicwerk.brownies.collections.GapList.doAdd (0x00007ab2a6e84f08) [0x00007ab2a6e85000, 0x00007ab2a6e85c88] Compiler: jvmci, Barriers: 21, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,708s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.AbstractNodeReadOnlyTrx.hasFirstChild (0x00007ab2a6e85d08) [0x00007ab2a6e85e00, 0x00007ab2a6e863c0] Compiler: jvmci, Barriers: 8, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,708s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.TextNode.hasRightSibling (0x00007ab2a6e86408) [0x00007ab2a6e86500, 0x00007ab2a6e867c8] Compiler: jvmci, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,710s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.xml.XmlNodeReadOnlyTrxImpl.isNameNode (0x00007ab2a6e86808) [0x00007ab2a6e86900, 0x00007ab2a6e86a90] Compiler: jvmci, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,710s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.AbstractNodeReadOnlyTrx.hasRightSibling (0x00007ab2a6e86b08) [0x00007ab2a6e86c00, 0x00007ab2a6e87380] Compiler: jvmci, Barriers: 12, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,712s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater.get (0x00007ab2a6e87408) [0x00007ab2a6e87500, 0x00007ab2a6e87728] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,713s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.longs.LongArrayList.initArrayFromCapacity (0x00007ab2a6e87788) [0x00007ab2a6e87880, 0x00007ab2a6e87ba0] Compiler: jvmci, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,715s][debug][gc,nmethod     ] Register NMethod: java.nio.ByteBuffer.limit (0x00007ab2a6e87c08) [0x00007ab2a6e87d00, 0x00007ab2a6e87e10] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,716s][debug][gc,nmethod     ] Register NMethod: java.nio.channels.spi.AbstractInterruptibleChannel.begin (0x00007ab288298f08) [0x00007ab288299000, 0x00007ab288299c18] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[3,718s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.filter.xml.XmlNameFilter.filter (0x00007ab2a6e87f08) [0x00007ab2a6e88000, 0x00007ab2a6e88808] Compiler: jvmci, Barriers: 10, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,718s][debug][gc,nmethod     ] Register NMethod: java.nio.channels.spi.AbstractInterruptibleChannel.end (0x00007ab288299c88) [0x00007ab288299d80, 0x00007ab28829a820] Compiler: c1, Barriers: 8, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[3,721s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeSerializerImpl.deserialize (0x00007ab2a6e88888) [0x00007ab2a6e88980, 0x00007ab2a6e88cb8] Compiler: jvmci, Barriers: 5, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#4
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#4
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#3
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#2
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#2
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#0
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#0
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#1
[3,725s][debug][gc,remset      ] GC(1) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#1
[3,724s][debug][gc,remset      ] GC(1) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#3
[3,725s][debug][gc,marking     ] GC(1) Y: Try terminate after resurrection
[3,725s][debug][gc,phases      ] GC(1) Y: Concurrent Mark Follow 180,946ms
[3,725s][info ][gc,phases      ] GC(1) Y: Concurrent Mark 193,270ms
[3,725s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[3,725s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[3,725s][debug][gc,phases,start] GC(1) Y: Pause Mark End
[3,725s][info ][gc,phases      ] GC(1) Y: Pause Mark End 0,018ms
[3,725s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[3,725s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[3,725s][debug][gc,phases,start] GC(1) Y: Concurrent Mark Free
[3,725s][info ][gc,phases      ] GC(1) Y: Concurrent Mark Free 0,009ms
[3,725s][debug][gc,phases,start] GC(1) Y: Concurrent Reset Relocation Set
[3,725s][info ][gc,phases      ] GC(1) Y: Concurrent Reset Relocation Set 0,007ms
[3,725s][debug][gc,phases,start] GC(1) Y: Concurrent Select Relocation Set
[3,725s][debug][gc,reloc       ] GC(1) Y: Relocation Set (Medium Pages): 0->0, 1 skipped, 0 forwarding entries
[3,725s][debug][gc,reloc       ] GC(1) Y: Relocation Set (Small Pages): 520->87, 0 skipped, 6487424 forwarding entries
[3,725s][debug][gc,reloc       ] GC(1) Y: Allocated To Garbage: 3,3
[3,725s][debug][gc,reloc       ] GC(1) Y: Young Log Residency: 1,3
[3,725s][debug][gc,reloc       ] GC(1) Y: Life Decay Factor: 0,9
[3,725s][info ][gc,reloc       ] GC(1) Y: Using tenuring threshold: 1 (Computed)
[3,725s][debug][gc,task        ] GC(1) Y: Executing ZRelocationSetInstallTask using ZWorkerYoung with 5 workers
[3,727s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.AbstractNodeReadOnlyTrx.getRightSiblingKey (0x00007ab2a6e88d08) [0x00007ab2a6e88e00, 0x00007ab2a6e89540] Compiler: jvmci, Barriers: 11, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,728s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.KeyValueLeafPage.setSlot (0x00007ab2a6e89588) [0x00007ab2a6e89680, 0x00007ab2a6e8a2c8] Compiler: jvmci, Barriers: 15, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,731s][debug][gc,task        ] GC(1) Y: Executing ZPromotePagesTask using ZWorkerYoung with 5 workers
[3,736s][debug][gc,nmethod     ] Register NMethod: java.util.LinkedHashMap.values (0x00007ab28829a888) [0x00007ab28829a980, 0x00007ab28829ac78] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,736s][debug][gc,nmethod     ] Register NMethod: java.util.LinkedHashMap.sequencedValues (0x00007ab28829ac88) [0x00007ab28829ad80, 0x00007ab28829b3f0] Compiler: c1, Barriers: 7, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,739s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.AbstractNodeReadOnlyTrx.getLeftSiblingKey (0x00007ab2a6e8a308) [0x00007ab2a6e8a400, 0x00007ab2a6e8ab40] Compiler: jvmci, Barriers: 11, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,739s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getDataRecord (0x00007ab2a6e8ab88) [0x00007ab2a6e8ac80, 0x00007ab2a6e8b468] Compiler: jvmci, Barriers: 13, Oops: 2, ImmediateOops: 1, NonImmediateOops: No
[3,740s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.AbstractNodeReadOnlyTrx.getFirstChildKey (0x00007ab2a6e8b488) [0x00007ab2a6e8b580, 0x00007ab2a6e8bb78] Compiler: jvmci, Barriers: 8, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,742s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.ElementNode.<init> (0x00007ab2a6e8bb88) [0x00007ab2a6e8bc80, 0x00007ab2a6e8c180] Compiler: jvmci, Barriers: 20, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,743s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.json.JsonNodeSerializer.readSizePrefix (0x00007ab2a6e8c208) [0x00007ab2a6e8c300, 0x00007ab2a6e8c5c8] Compiler: jvmci, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,745s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.TextNode.<init> (0x00007ab2a6e8c608) [0x00007ab2a6e8c720, 0x00007ab2a6e8caf8] Compiler: jvmci, Barriers: 15, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,745s][debug][gc,task        ] GC(1) Y: Executing ZPromotePagesTask using ZWorkerYoung with 5 workers
[3,745s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getRecordPage (0x00007ab28829b408) [0x00007ab28829b500, 0x00007ab2882a69f8] Compiler: c1, Barriers: 96, Oops: 5, ImmediateOops: 16, NonImmediateOops: No
[3,745s][debug][gc,task        ] GC(1) Y: Executing ZPromotePagesTask using ZWorkerYoung with 5 workers
[3,746s][info ][gc,phases      ] GC(1) Y: Concurrent Select Relocation Set 20,721ms
[3,746s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[3,746s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[3,746s][debug][gc,phases,start] GC(1) Y: Pause Relocate Start
[3,746s][debug][gc,reloc       ] GC(1) Y: Joining workers: 5
[3,746s][info ][gc,phases      ] GC(1) Y: Pause Relocate Start 0,050ms
[3,746s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[3,746s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 5 _nsynchronized: 0
[3,746s][debug][gc,phases,start] GC(1) Y: Concurrent Relocate
[3,746s][debug][gc,task        ] GC(1) Y: Executing ZRelocateStoreBufferInstallBasePointersTask using ZWorkerYoung with 5 workers
[3,746s][debug][gc,task        ] GC(1) Y: Executing ZRelocateTask using ZWorkerYoung with 5 workers
[3,748s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.DescendantAxis.nextKey (0x00007ab2a6e8cb08) [0x00007ab2a6e8cc00, 0x00007ab2a6e8f430] Compiler: jvmci, Barriers: 56, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,750s][debug][gc,nmethod     ] Register NMethod: java.nio.MappedByteBuffer.flip (0x00007ab2a6e8f488) [0x00007ab2a6e8f580, 0x00007ab2a6e8f618] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,750s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageKind$1.deserializePage (0x00007ab2882a6a88) [0x00007ab2882a6b80, 0x00007ab2882aac00] Compiler: c1, Barriers: 3, Oops: 3, ImmediateOops: 5, NonImmediateOops: No
[3,750s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.xml.XmlNodeReadOnlyTrxImpl.getLocalNameKey (0x00007ab2a6e8f788) [0x00007ab2a6e8f880, 0x00007ab2a6e8fbb8] Compiler: jvmci, Barriers: 5, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,751s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.SerializationType$1.deserializeBitmapReferencesPage (0x00007ab2a6e8fc08) [0x00007ab2a6e8fd00, 0x00007ab2a6e93c00] Compiler: jvmci, Barriers: 79, Oops: 8, ImmediateOops: 1, NonImmediateOops: No
[3,755s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.filter.FilterAxis.nextKey (0x00007ab2882aac88) [0x00007ab2882aad80, 0x00007ab2882ac400] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,768s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader$PageFragmentsResult.originalKeys (0x00007ab2a6e93c88) [0x00007ab2a6e93d80, 0x00007ab2a6e93e68] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,768s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader$PageFragmentsResult.storageKeyForFirstFragment (0x00007ab2a6e93f88) [0x00007ab2a6e94080, 0x00007ab2a6e94140] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,772s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ConcurrentHashMap.size (0x00007ab2882ac488) [0x00007ab2882ac580, 0x00007ab2882ac950] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,772s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getRecordPage (0x00007ab2a6e94288) [0x00007ab2a6e94380, 0x00007ab2a6e95ea8] Compiler: jvmci, Barriers: 65, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,773s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.DescendantAxis.hasNextNode (0x00007ab2a6e95f08) [0x00007ab2a6e96000, 0x00007ab2a6e97bb8] Compiler: jvmci, Barriers: 45, Oops: 2, ImmediateOops: 2, NonImmediateOops: No
[3,780s][debug][gc,alloc       ] Mutator Allocation Rate: 608,1MB/s Predicted: 644,9MB/s, Avg: 434,0(+/-118,7)MB/s
[3,782s][debug][gc,nmethod     ] Register NMethod: ch.qos.logback.classic.Logger.debug (0x00007ab2882ac988) [0x00007ab2882aca80, 0x00007ab2882acbf0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[3,785s][debug][gc,reloc       ] GC(1) Y: Leaving workers: left: 4 _synchronize: 0 _nsynchronized: 0
[3,785s][debug][gc,reloc       ] GC(1) Y: Leaving workers: left: 3 _synchronize: 0 _nsynchronized: 0
[3,785s][debug][gc,reloc       ] GC(1) Y: Leaving workers: left: 2 _synchronize: 0 _nsynchronized: 0
[3,785s][debug][gc,reloc       ] GC(1) Y: Leaving workers: left: 1 _synchronize: 0 _nsynchronized: 0
[3,786s][debug][gc,reloc       ] GC(1) Y: Leaving workers: left: 0 _synchronize: 0 _nsynchronized: 0
[3,786s][debug][gc,phases,start] GC(1) Y: Concurrent Relocate Remset FP
[3,786s][debug][gc,task        ] GC(1) Y: Executing ZRelocateAddRemsetForFlipPromoted using ZWorkerYoung with 5 workers
[3,790s][debug][gc,nmethod     ] Register NMethod: java.lang.StringConcatHelper.stringSize (0x00007ab2882acc88) [0x00007ab2882acd80, 0x00007ab2882acfe8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[3,790s][debug][gc,nmethod     ] Register NMethod: java.lang.StringConcatHelper.prepend (0x00007ab2882ad008) [0x00007ab2882ad100, 0x00007ab2882ae028] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,792s][debug][gc,nmethod     ] Register NMethod: java.lang.ref.Finalizer.<init> (0x00007ab2a6e97c08) [0x00007ab2a6e97d00, 0x00007ab2a6e981d8] Compiler: jvmci, Barriers: 17, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[3,793s][debug][gc,nmethod     ] Register NMethod: java.lang.ref.Finalizer.register (0x00007ab2a6e98208) [0x00007ab2a6e98300, 0x00007ab2a6e98868] Compiler: jvmci, Barriers: 17, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[3,800s][debug][gc,nmethod     ] Register NMethod: java.lang.StringConcatHelper.stringSize (0x00007ab2882ae088) [0x00007ab2882ae180, 0x00007ab2882ae3e8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[3,801s][debug][gc,nmethod     ] Register NMethod: java.lang.StringConcatHelper.prepend (0x00007ab2882ae408) [0x00007ab2882ae500, 0x00007ab2882af428] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,801s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind$1.deserialize (0x00007ab2a6e98888) [0x00007ab2a6e98980, 0x00007ab2a6e9d130] Compiler: jvmci, Barriers: 142, Oops: 10, ImmediateOops: 13, NonImmediateOops: No
[3,803s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind$4.deserialize (0x00007ab2a6e9d188) [0x00007ab2a6e9d280, 0x00007ab2a6e9fea8] Compiler: jvmci, Barriers: 89, Oops: 8, ImmediateOops: 9, NonImmediateOops: No
[3,810s][debug][gc,nmethod     ] Register NMethod: java.io.ByteArrayInputStream.read (0x00007ab2a6e9ff08) [0x00007ab2a6ea0000, 0x00007ab2a6ea04d0] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,817s][debug][gc,phases      ] GC(1) Y: Concurrent Relocate Remset FP 30,548ms
[3,817s][info ][gc,phases      ] GC(1) Y: Concurrent Relocate 70,921ms
[3,817s][debug][gc,heap        ] GC(1) Y: Heap After GC invocations=2 (full 2):
[3,817s][debug][gc,heap        ] GC(1) Y:  ZHeap           used 742M, capacity 5120M, max capacity 12288M
[3,817s][debug][gc,heap        ] GC(1) Y:   Cache          4378M (5)
[3,817s][debug][gc,heap        ] GC(1) Y:    size classes  2M (1), 4M (1), 32M (1), 512M (1), 2G (1)
[3,817s][debug][gc,metaspace   ] GC(1) Y: Metaspace After GC invocations=2 (full 2):
[3,817s][debug][gc,metaspace   ] GC(1) Y:  Metaspace       used 32024K, committed 32448K, reserved 1114112K
[3,817s][debug][gc,metaspace   ] GC(1) Y:   class space    used 2573K, committed 2752K, reserved 1048576K
[3,817s][info ][gc,alloc       ] GC(1) Y:                         Mark Start        Mark End      Relocate Start    Relocate End   
[3,817s][info ][gc,alloc       ] GC(1) Y: Allocation Stalls:          0                0                0                0         
[3,817s][info ][gc,load        ] GC(1) Y: Load: 4,74 (24%) / 3,71 (19%) / 2,91 (15%)
[3,817s][info ][gc,mmu         ] GC(1) Y: MMU: 2ms/90,6%, 5ms/96,3%, 10ms/98,1%, 20ms/99,1%, 50ms/99,6%, 100ms/99,8%
[3,817s][info ][gc,marking     ] GC(1) Y: Mark: 4 stripe(s), 10 proactive flush(es), 1 terminate flush(es), 0 completion(s), 0 continuation(s) 
[3,817s][info ][gc,nmethod     ] GC(1) Y: NMethods: 5067 registered, 0 unregistered
[3,817s][info ][gc,metaspace   ] GC(1) Y: Metaspace: 31M used, 31M committed, 1088M reserved
[3,817s][info ][gc,reloc       ] GC(1) Y:                        Candidates     Selected     In-Place         Size        Empty    Relocated 
[3,817s][info ][gc,reloc       ] GC(1) Y: Small Pages:                  606          433            0        1212M           4M         119M 
[3,817s][info ][gc,reloc       ] GC(1) Y: Medium Pages:                   1            0            0          32M           0M           0M 
[3,817s][info ][gc,reloc       ] GC(1) Y: Large Pages:                    0            0            0           0M           0M           0M 
[3,817s][info ][gc,reloc       ] GC(1) Y: Forwarding Usage: 49M
[3,817s][info ][gc,reloc       ] GC(1) Y: Age Table:
[3,817s][info ][gc,reloc       ] GC(1) Y:                    Live             Garbage             Small              Medium             Large        
[3,817s][info ][gc,reloc       ] GC(1) Y: Eden             150M (1%)          887M (7%)         519 / 430            0 / 0              0 / 0        
[3,817s][info ][gc,reloc       ] GC(1) Y: Survivor 1       171M (1%)           34M (0%)          87 / 3              1 / 0              0 / 0        
[3,817s][info ][gc,heap        ] GC(1) Y: Min Capacity: 5120M(42%)
[3,817s][info ][gc,heap        ] GC(1) Y: Max Capacity: 12288M(100%)
[3,817s][info ][gc,heap        ] GC(1) Y: Soft Max Capacity: 12288M(100%)
[3,817s][info ][gc,heap        ] GC(1) Y: Heap Statistics:
