[0.005s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.005s][info ][gc,init] Initializing The Z Garbage Collector
[0.005s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.005s][info ][gc,init] NUMA Support: Disabled
[0.005s][info ][gc,init] CPUs: 20 total, 20 available
[0.005s][info ][gc,init] Memory: 31764M
[0.005s][info ][gc,init] Large Page Support: Disabled
[0.006s][info ][gc,init] Address Space Size: unlimited
[0.006s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.006s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.006s][info ][gc,init] Reserved Space Size: 192G
[0.006s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.006s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.006s][info ][gc,init] Min Capacity: 5120M
[0.006s][info ][gc,init] Initial Capacity: 5120M
[0.006s][info ][gc,init] Max Capacity: 12288M
[0.006s][info ][gc,init] Soft Max Capacity: 12288M
[0.006s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.006s][info ][gc,init] Pre-touch: Enabled
[0.006s][info ][gc,init] Available space on backing filesystem: N/A
[0.006s][info ][gc,init] Uncommit: Enabled
[0.006s][info ][gc,init] Uncommit Delay: 300s
[0.006s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.007s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.837s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.129s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.130s][info ][gc,init] Runtime Workers: 12
[1.130s][info ][gc     ] Using The Z Garbage Collector
[1.130s][info ][gc,metaspace] CDS archive(s) not mapped
[1.130s][info ][gc,metaspace] Compressed class space mapped at: 0x00000000b3000000-0x00000000f3000000, reserved size: 1073741824
[1.130s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.130s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.130s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.130s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.130s][info ][gc,metaspace] Klass Range:    [0x00000000b3000000 - 0x00000000f3000000), (1073741824 bytes)
[1.130s][info ][gc,metaspace] Klass ID Range:  [3003121664 - 4076863481) (1073741817)
[1.130s][info ][gc,metaspace] No protection zone.
[1,145s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,146s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x000072e47f400008) [0x000072e47f400100, 0x000072e47f400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.cpIndexToType (0x000072e47f40e108) [0x000072e47f40e200, 0x000072e47f40e7c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Frame.getLocal (0x000072e47f46f708) [0x000072e47f46f800, 0x000072e47f46fc30] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,806s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.LambdaForm.normalizeNames (0x000072e47f450408) [0x000072e47f450500, 0x000072e47f452198] Compiler: c1, Barriers: 14, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,806s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec32e08) [0x000072e49ec32f00, 0x000072e49ec32ff0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,806s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec40608) [0x000072e49ec40700, 0x000072e49ec407f0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,807s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.AnnotationReader.writeAnnotation (0x000072e47f62d608) [0x000072e47f62d700, 0x000072e47f631500] Compiler: c1, Barriers: 5, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[1,807s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitReferenceCast (0x000072e47f470388) [0x000072e47f470480, 0x000072e47f4737d0] Compiler: c1, Barriers: 9, Oops: 3, ImmediateOops: 7, NonImmediateOops: No
[1,807s][debug][gc,nmethod     ] Register NMethod: java.util.KeyValueHolder.<init> (0x000072e47f46e188) [0x000072e47f46e280, 0x000072e47f46e748] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,810s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec40308) [0x000072e49ec40400, 0x000072e49ec404f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,810s][debug][gc,nmethod     ] Register NMethod: sun.invoke.util.Wrapper.isNumeric (0x000072e47f507b88) [0x000072e47f507c80, 0x000072e47f507dd0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,810s][debug][gc,nmethod     ] Register NMethod: sun.invoke.util.Wrapper.isIntegral (0x000072e47f5b3d88) [0x000072e47f5b3e80, 0x000072e47f5b4268] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,810s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 58MB, UsedThreshold: 1228MB
[1,810s][debug][gc,nmethod     ] Register NMethod: sun.invoke.util.Wrapper.isSubwordOrInt (0x000072e47f6e7c08) [0x000072e47f6e7d00, 0x000072e47f6e85e0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,810s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec40008) [0x000072e49ec40100, 0x000072e49ec401f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,810s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec3fc08) [0x000072e49ec3fd00, 0x000072e49ec3ff98] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,811s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec3f908) [0x000072e49ec3fa00, 0x000072e49ec3faf8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,811s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec3f608) [0x000072e49ec3f700, 0x000072e49ec3f7f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,811s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InnerClassLambdaMetafactory.argName (0x000072e47f7f5888) [0x000072e47f7f5980, 0x000072e47f7f6610] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[1,811s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec3f308) [0x000072e49ec3f400, 0x000072e49ec3f4f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,811s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ebf8688) [0x000072e49ebf8780, 0x000072e49ebf8a18] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,811s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ebf8388) [0x000072e49ebf8480, 0x000072e49ebf8578] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,813s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ebf7f88) [0x000072e49ebf8080, 0x000072e49ebf8318] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,813s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ebf7c88) [0x000072e49ebf7d80, 0x000072e49ebf7e78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,813s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.LambdaForm.returnType (0x000072e47f524e08) [0x000072e47f524f00, 0x000072e47f525120] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,816s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToInterface (0x000072e49ebf7988) [0x000072e49ebf7a80, 0x000072e49ebf7bb0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,817s][debug][gc,nmethod     ] Register NMethod: java.lang.Enum.equals (0x000072e47f523f08) [0x000072e47f524000, 0x000072e47f524150] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,817s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapDecoder$1.compare (0x000072e47f417488) [0x000072e47f417580, 0x000072e47f4181f0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,817s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapDecoder$1.compare (0x000072e47f4bdf08) [0x000072e47f4be000, 0x000072e47f4be7c0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,817s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.utf8Entry (0x000072e49ec4c408) [0x000072e49ec4c520, 0x000072e49ec4da08] Compiler: jvmci, Barriers: 31, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,817s][debug][gc,nmethod     ] Register NMethod: sun.invoke.util.Wrapper.isDoubleWord (0x000072e47f417188) [0x000072e47f417280, 0x000072e47f4173d0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,818s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.processBlock (0x000072e47f965a08) [0x000072e47f965b00, 0x000072e47f9959a0] Compiler: c1, Barriers: 294, Oops: 4, ImmediateOops: 159, NonImmediateOops: No
[1,819s][debug][gc,nmethod     ] Register NMethod: java.util.ImmutableCollections$ListN.get (0x000072e49ebf7688) [0x000072e49ebf7780, 0x000072e49ebf78c0] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,819s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.of (0x000072e47f4ce588) [0x000072e47f4ce680, 0x000072e47f4cfa08] Compiler: c1, Barriers: 12, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,819s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToVirtual (0x000072e49ebf7308) [0x000072e49ebf7400, 0x000072e49ebf7428] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,820s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec42888) [0x000072e49ec42980, 0x000072e49ec42a78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,820s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 60MB, UsedThreshold: 1228MB
[1,821s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec42588) [0x000072e49ec42680, 0x000072e49ec42778] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Frame.setLocal (0x000072e47f434a08) [0x000072e47f434b00, 0x000072e47f4350d8] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 6, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec42188) [0x000072e49ec42280, 0x000072e49ec42518] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec41e88) [0x000072e49ec41f80, 0x000072e49ec42078] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.TerminalCodeBuilder.setupTopLocal (0x000072e47f7cfe08) [0x000072e47f7cff00, 0x000072e47f7d2160] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.DirectMethodBuilder.with (0x000072e47f476088) [0x000072e47f476180, 0x000072e47f476f60] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.DirectMethodBuilder.with (0x000072e47f519c08) [0x000072e47f519d00, 0x000072e47f51af20] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.UnboundAttribute.writeTo (0x000072e47f4df608) [0x000072e47f4df700, 0x000072e47f4dfb48] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,821s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec41b88) [0x000072e49ec41c80, 0x000072e49ec41d70] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: java.lang.Short.<init> (0x000072e47f577b88) [0x000072e47f577c80, 0x000072e47f577e40] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder$4.writeBody (0x000072e47f606808) [0x000072e47f606900, 0x000072e47f60b1b8] Compiler: c1, Barriers: 36, Oops: 1, ImmediateOops: 7, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec41888) [0x000072e49ec41980, 0x000072e49ec41a78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: java.lang.Number.<init> (0x000072e49ec41308) [0x000072e49ec41400, 0x000072e49ec41480] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec4b888) [0x000072e49ec4b980, 0x000072e49ec4bc18] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec4b588) [0x000072e49ec4b680, 0x000072e49ec4b778] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,822s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToNative (0x000072e49ec4b288) [0x000072e49ec4b380, 0x000072e49ec4b390] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,823s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec4af88) [0x000072e49ec4b080, 0x000072e49ec4b170] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,824s][debug][gc,nmethod     ] Register NMethod: sun.invoke.util.Wrapper.forBasicType (0x000072e47f4f5d88) [0x000072e47f4f5e80, 0x000072e47f4f62f8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 19, NonImmediateOops: No
[1,824s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.findEntry (0x000072e49ec4a408) [0x000072e49ec4a520, 0x000072e49ec4ad60] Compiler: jvmci, Barriers: 10, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,825s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec15788) [0x000072e49ec15880, 0x000072e49ec15970] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,825s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MemberName.equals (0x000072e47f402088) [0x000072e47f402180, 0x000072e47f403f90] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,826s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.detectFrames (0x000072e47f727788) [0x000072e47f727880, 0x000072e47f72aed8] Compiler: c1, Barriers: 7, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[1,826s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder$4.generateStackMaps (0x000072e47f763d88) [0x000072e47f763e80, 0x000072e47f7649a0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,827s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Frame.merge (0x000072e47f42ac08) [0x000072e47f42ad00, 0x000072e47f42b5b8] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,827s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.writeBootstrapMethods (0x000072e47f826008) [0x000072e47f826100, 0x000072e47f8274f0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,827s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Type.mergeFrom (0x000072e47f44dc08) [0x000072e47f44dd00, 0x000072e47f44e7a8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 6, NonImmediateOops: No
[1,827s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.writeBootstrapMethods (0x000072e47f826008) [0x000072e47f826100, 0x000072e47f8274f0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,827s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.writeBootstrapMethods (0x000072e47f826008) [0x000072e47f826100, 0x000072e47f8274f0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,827s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec15488) [0x000072e49ec15580, 0x000072e49ec15678] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,828s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec15088) [0x000072e49ec15180, 0x000072e49ec15418] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,828s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec14d88) [0x000072e49ec14e80, 0x000072e49ec14f78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,828s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.DirectClassBuilder.setSuperclass (0x000072e49ec14a88) [0x000072e49ec14b80, 0x000072e49ec14cb0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,828s][debug][gc,nmethod     ] Register NMethod: jdk.internal.util.DecimalDigits.uncheckedGetCharsLatin1 (0x000072e47f526988) [0x000072e47f526a80, 0x000072e47f526e40] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,828s][debug][gc,nmethod     ] Register NMethod: java.lang.classfile.CodeBuilder.checkcast (0x000072e47f4e7408) [0x000072e47f4e7500, 0x000072e47f4e7c20] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,829s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MemberName.getFieldType (0x000072e47f424588) [0x000072e47f424680, 0x000072e47f426f18] Compiler: c1, Barriers: 12, Oops: 2, ImmediateOops: 3, NonImmediateOops: No
[1,829s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry.hash2 (0x000072e49ec14788) [0x000072e49ec14880, 0x000072e49ec14900] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,829s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodTypeForm.canonicalize (0x000072e49ec14488) [0x000072e49ec14580, 0x000072e49ec146a8] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToNative (0x000072e49ec14108) [0x000072e49ec14200, 0x000072e49ec14208] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: java.util.Arrays$ArrayItr.hasNext (0x000072e47f581788) [0x000072e47f581880, 0x000072e47f581a10] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.SplitConstantPool.findEntry (0x000072e47f419788) [0x000072e47f419880, 0x000072e47f41af88] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec30588) [0x000072e49ec30680, 0x000072e49ec30770] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.ClassReaderImpl.readU1 (0x000072e47f46ff88) [0x000072e47f470080, 0x000072e47f470328] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec30188) [0x000072e49ec30280, 0x000072e49ec30518] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitLoadInsn (0x000072e47f8fe388) [0x000072e47f8fe480, 0x000072e47f8fe7f0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,830s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec2fe88) [0x000072e49ec2ff80, 0x000072e49ec30078] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,831s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitPushArgument (0x000072e47f435e08) [0x000072e47f435f00, 0x000072e47f4382a8] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 4, NonImmediateOops: No
[1,831s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 62MB, UsedThreshold: 1228MB
[1,831s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.methodDesc (0x000072e47f45e588) [0x000072e47f45e680, 0x000072e47f45f788] Compiler: c1, Barriers: 19, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,831s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitStoreResult (0x000072e47f4e5a08) [0x000072e47f4e5b00, 0x000072e47f4e6348] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToNative (0x000072e49ec2fb88) [0x000072e49ec2fc80, 0x000072e49ec2fc88] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl.methodTypeSymbol (0x000072e49ec2f888) [0x000072e49ec2f980, 0x000072e49ec2fa88] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Type.isCategory2_2nd (0x000072e47f5a9608) [0x000072e47f5a9700, 0x000072e47f5a9890] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec2f588) [0x000072e49ec2f680, 0x000072e49ec2f770] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.ClassReaderImpl.readU2 (0x000072e47f5c5d08) [0x000072e47f5c5e00, 0x000072e47f5c60d8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: jdk.internal.constant.ConstantUtils.classDesc (0x000072e47f400988) [0x000072e47f400a80, 0x000072e47f401b80] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec2ef08) [0x000072e49ec2f000, 0x000072e49ec2f298] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,832s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec84b88) [0x000072e49ec84c80, 0x000072e49ec84d78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,833s][debug][gc,nmethod     ] Register NMethod: java.util.Collections$EmptyList.size (0x000072e49ec84e88) [0x000072e49ec84f80, 0x000072e49ec85040] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,833s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitStaticInvoke (0x000072e47f47ce08) [0x000072e47f47cf00, 0x000072e47f47f580] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,833s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.UnboundAttribute$UnboundRuntimeVisibleAnnotationsAttribute.annotations (0x000072e49ec85188) [0x000072e49ec85280, 0x000072e49ec85368] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
